1, Alimentos y Bebidas No Alcohólicas,,,,,,,,,,
56,Bienes,y,Servicios,para,Conservación,del,Hogar,,,,
561,Bienes,para,el,hogar,no,duraderos,,,,,
5611,Productos,de,limpieza,y,artículos,para,el,hogar,,,
561101,Detergentes,,,,,,,,,,
561102,Cloro,,,,,,,,,,
561103,Jabones,,,,,,,,,,
561104,Velas,,,,,,,,,,
561105,Desinfectantes,,,,,,,,,,
561106,Suavizante,de,ropa,,,,,,,,
561107,Fósforos,,,,,,,,,,
561109,Brillo,verde,,,,,,,,,
561110,Ambientadores,,,,,,,,,,
561111,Escobas,y,suaper,,,,,,,,
562,Servicios,domésticos,y,para,el,hogar,,,,,
5621,Servicio,doméstico,,,,,,,,,
562101,Servicio,doméstico,,,,,,,,,
6,Salud,,,,,,,,,,
61,"Productos,",Artefactos,y,Equipos,Médicos,,,,,,
611,Productos,Farmacéuticos,,,,,,,,,
6111,Productos,farmacéuticos,,,,,,,,,
611101,Antihipertensivos,,,,,,,,,,
611102,Antibióticos,,,,,,,,,,
611103,Antigripales,,,,,,,,,,
611104,Analgésicos,,,,,,,,,,
611105,Vitaminas,,,,,,,,,,
611106,Antiinflamatorios,,,,,,,,,,
611107,Insulina,,,,,,,,,,
611108,Antiácidos,,,,,,,,,,
611109,Antidiarréicos,y,antiespasmódicos,,,,,,,,
611110,Antiparasitarios,,,,,,,,,,
611111,Complejo,B,,,,,,,,,
611112,Gotas,oftálmologicas,,,,,,,,,
611113,Antialérgicos,y,Antihistamínicos,,,,,,,,
611114,Medicamento,para,las,Tiroides,,,,,,,
611115,Medicamento,para,la,diabetes,(no,insulina),,,,,
611116,Antiulceroso,,,,,,,,,,
611117,Medicamentos,para,el,sistema,nervioso,,,,,,
611120,Medicamento,para,Osteoporosis,,,,,,,,
611122,Antitusivo,y,broncodilatador,,,,,,,,
611123,Anticonceptivo,oral,,,,,,,,,
613,Artefactos,y,equipo,terapéuticos,,,,,,,
6131,Artefactos,y,equipo,terapéuticos,,,,,,,
613101,Anteojos,,,,,,,,,,
62,Servicios,para,Pacientes,Externos,,,,,,,
621,Servicios,médicos,,,,,,,,,
6211,Servicios,médicos,,,,,,,,,
621101,Consulta,médico,ginecólogo,,,,,,,,
621102,Consulta,médico,general,,,,,,,,
621103,Consulta,médico,cardiólogo,,,,,,,,
621104,Consulta,médico,pediatra,,,,,,,,
622,Servicios,dentales,,,,,,,,,
6221,Servicios,dentales,,,,,,,,,
622102,Consulta,odontológica,,,,,,,,,
622104,Servicio,de,ortodoncia,,,,,,,,
623,Servicios,paramédicos,,,,,,,,,
6231,Análisis,de,laboratorio,,,,,,,,
623101,Análisis,de,laboratorio,,,,,,,,
6232,Estudios,de,sonido,e,imagen,,,,,,
623201,Análisis,de,imágenes,,,,,,,,
623202,Pruebas,de,imágenes,especializadas,,,,,,,
63,Servicios,de,Hospital,,,,,,,,
631,Servicios,de,hospital,,,,,,,,
6311,Servicios,de,hospital,,,,,,,,
631101,Internamiento,,,,,,,,,,
631102,Costo,de,cirugía,,,,,,,,
7,Transporte,,,,,,,,,,
71,Adquisición,de,Vehículos,,,,,,,,
711,Vehículos,a,motor,,,,,,,,
7111,Adquisición,de,vehículos,,,,,,,,
711101,Automóviles,,,,,,,,,,
712,Motocicletas,,,,,,,,,,
7121,Adquisición,de,motocicletas,,,,,,,,
712101,Motocicletas,,,,,,,,,,
72,Funcionamiento,de,Equipo,de,Transporte,,,,,,
721,Piezas,de,repuestos,y,accesorios,para,equipo,de,transporte,,
7211,Repuestos,y,accesorios,para,vehículos,,,,,,
721101,Gomas,,,,,,,,,,
721102,Baterías,de,vehículo,,,,,,,,
721103,Filtros,de,vehículo,,,,,,,,
721104,Bujías,,,,,,,,,,
721105,Banda,de,frenos,,,,,,,,
722,Combustibles,y,lubricantes,para,equipo,de,transporte,,,,
7221,Combustibles,y,lubricantes,para,vehículos,,,,,,
722101,Gasolina,regular,,,,,,,,,
722102,Gasolina,premium,,,,,,,,,
722103,Gas,licuado,para,vehículos,(GLP),,,,,,
722104,Gasoil,,,,,,,,,,
722105,Lubricantes,y,aceites,para,vehículos,,,,,,
723,Conservación,y,reparación,de,equipo,de,transporte,,,,
7231,Conservación,y,reparación,de,vehículos,,,,,,
723101,Servicio,de,reparación,de,vehículos,,,,,,
723102,Lavado,del,vehículo,,,,,,,,
724,Otros,servicios,relativos,al,equipo,de,transporte,,,,
7241,Otros,servicios,relativos,al,equipo,de,transporte,,,,
724101,Peajes,,,,,,,,,,
724102,Licencia,de,conducir,(renovación),,,,,,,
73,Servicios,de,Transporte,,,,,,,,
732,Transporte,de,pasajeros,por,carretera,,,,,,
7321,Transporte,terrestre,urbano,,,,,,,,
732101,Pasaje,en,carro,público,,,,,,,
732102,Pasaje,en,motoconcho,,,,,,,,
732103,Pasaje,en,autobús,urbano,,,,,,,
732104,Servicio,de,taxi,,,,,,,,
732105,Transporte,escolar,,,,,,,,,
732106,Metro,,,,,,,,,,
7322,Transporte,terrestre,interurbano,,,,,,,,
732201,Pasaje,en,guaguas,sindicalizadas,,,,,,,
732202,Pasajes,en,guaguas,de,empresas,privadas,,,,,
732203,Pasaje,interurbano,en,camioneta,,,,,,,
733,Transporte,de,pasajeros,por,aire,,,,,,
7331,Transporte,aéreo,,,,,,,,,
733101,Pasaje,al,exterior,,,,,,,,
8,Comunicaciones,,,,,,,,,,
82,Equipos,Telefónicos,,,,,,,,,
821,Equipos,Telefónicos,,,,,,,,,
8211,Equipos,Telefónicos,,,,,,,,,
821101,Equipo,telefónico,celular,,,,,,,,
83,Servicios,Telefónicos,,,,,,,,,
831,Servicios,telefónicos,,,,,,,,,
8311,Servicios,de,telefonía,fija,,,,,,,
831101,Servicio,telefónico,fijo,,,,,,,,
831102,Servicio,de,internet,,,,,,,,
831104,Servicios,combinados,de,"telefonía,",televisión,pagada,e,internet,,,
8312,Servicios,de,telefonía,celular,,,,,,,
831201,Servicios,de,telefonía,celular,,,,,,,
9,Recreación,y,Cultura,,,,,,,,
91,Equipo,Audiovisual,y,de,Procesamiento,de,Información,,,,
911,Equipo,para,la,"recepción,","grabación,",y,reproducción,de,sonidos,e,imágenes
9111,Equipos,de,audio,y,video,,,,,,
911101,Televisor,,,,,,,,,,
911104,Accesorios,para,equipos,de,sonido,,,,,,
913,Equipo,de,procesamiento,,,,,,,,
9131,Equipo,de,procesamiento,,,,,,,,
913101,Computadoras,y,tablets,,,,,,,,
93,Otros,Artículos,y,Equipo,para,Recreación,y,Animales,Domésticos,,
931,Juegos,y,juguetes,,,,,,,,
9311,Juegos,y,juguetes,,,,,,,,
931101,Juguetes,,,,,,,,,,
932,Equipo,de,deportes,y,recreación,al,aire,libre,,,
9321,Equipos,de,deporte,y,recreación,,,,,,
932102,Equipos,para,deportes,,,,,,,,
934,Animales,domésticos,,,,,,,,,
9341,Animales,domésticos,y,productos,conexos,,,,,,
934101,Alimentos,para,animales,domésticos,,,,,,,
934102,Productos,para,cuidado,de,mascotas,,,,,,
935,Servicios,de,veterinaria,y,de,otros,tipos,de,animales,domésticos,
9351,Servicios,de,veterinaria,y,de,otros,tipos,de,animales,domésticos,
935101,Servicios,de,veterinaria,para,animales,domésticos,,,,,
94,Servicios,de,Recreación,y,Culturales,,,,,,
941,Servicios,de,recreación,y,deportivos,,,,,,
9411,Servicio,de,recreación,y,deporte,,,,,,
941101,Cuota,de,gimnasio,,,,,,,,
942,Servicios,culturales,,,,,,,,,
9421,Servicio,de,cultura,,,,,,,,
942101,Televisión,por,suscripción,,,,,,,,
942103,Cine,,,,,,,,,,
943,Juegos,de,azar,,,,,,,,
9431,Juegos,de,azar,,,,,,,,
943101,Loterias,,,,,,,,,,
95,"Periódicos,",Libros,y,Papeles,y,Útiles,de,Oficina,,,
951,Libros,,,,,,,,,,
9511,Libros,,,,,,,,,,
951101,Libros,escolares,,,,,,,,,
951102,Textos,universitarios,,,,,,,,,
954,Papel,y,útiles,de,oficina,,,,,,
9541,Papel,y,útiles,de,oficina,,,,,,
954101,Cuadernos,,,,,,,,,,
954102,Lápiz,,,,,,,,,,
954103,Goma,de,borrar,,,,,,,,
954104,Resma,de,papel,blanco,"8.5""",x,"11""",,,,
96,Paquetes,Turísticos,,,,,,,,,
961,Paquetes,turísticos,,,,,,,,,
9611,Paquetes,turísticos,,,,,,,,,
961101,Paquetes,turísticos,,,,,,,,,
10,Educación,,,,,,,,,,
101,Enseñanza,Preescolar,y,Enseñanza,Primaria,,,,,,
1011,Enseñanza,preescolar,y,enseñanza,primaria,,,,,,
10111,Enseñanza,preescolar,,,,,,,,,
1011101,Enseñanza,preescolar,,,,,,,,,
10112,Enseñanza,primaria,,,,,,,,,
1011201,Enseñanza,primaria,,,,,,,,,
102,Enseñanza,Secundaria,,,,,,,,,
1021,Enseñanza,secundaria,,,,,,,,,
10211,Enseñanza,secundaria,,,,,,,,,
1021101,Enseñanza,secundaria,,,,,,,,,
104,Enseñanza,Terciaria,,,,,,,,,
1041,Enseñanza,terciaria,,,,,,,,,
10411,Enseñanza,universitaria,,,,,,,,,
1041101,Enseñanza,universitaria,,,,,,,,,
105,Enseñanza,no,Atribuible,a,Ningún,Nivel,,,,,
1051,Enseñanza,no,atribuible,a,ningún,nivel,,,,,
10511,Enseñanza,no,atribuible,a,ningún,nivel,,,,,
1051101,Clases,de,idiomas,,,,,,,,
11,Restaurantes,y,Hoteles,,,,,,,,
111,Servicios,de,Suministro,de,Comidas,por,Contrato,,,,
1111,"Restaurantes,",cafés,y,establecimientos,similares,,,,,,
11111,Servicio,de,comida,fuera,del,hogar,,,,,
1111101,Plato,del,día,,,,,,,,
1111102,Servicio,de,víveres,con,acompañamiento,,,,,,
